institution;indicator;taux observé 2018-2022;taux attendu 2018-2022;SMR 2018-2022;nombre de cas 2018-2022;taux observé 2023;taux attendu 2023;SMR 2023;nombre de cas 2023
Maison de naissance Les Cigognes;F.1.13.M Autres OP des vaisseaux extra­crâniens en cas d'OP du cœur, de l'aorte, des artères des jambes, de traumatisme ou de tumeurs malignes ORL (âge >19), mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.1.4.F Interventions vasculaires percutanées transluminales intracrâniennes;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.2 Maladies de l'aorte; ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;F.2.1.F Total des OP de l'aorte;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.2.7.F Résection/remplacement de l'aorte abdominale;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.2.2.M Résection/remplacement de l'aorte abdominale en cas d'anévrisme, sans rupture, OP à ciel ouvert, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.2.3.M Prothèse stentgraft endovasculaire de l'aorte abdominale en cas d'anévrisme (EVAR), sans rupture, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.2.8.M Résection/remplacement de l'aorte abdominale sans anévrisme, OP à ciel ouvert, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.2.9.M Prothèse stentgraft endovasculaire de l'aorte abdominale sans anévrisme, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.2.4.F Résection/remplacement de l'aorte thoracique/thoraco­abdominale (sans prothèse vasculaire avec valve);*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.2.10.M Résection/remplacement de l'aorte thoracique/thoraco­abdominale en cas d'anévrisme, sans rupture, sans OP du cœur, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.2.11.M Résection/remplacement de l'aorte thoracique/thoraco­abdominale en cas d'anévrisme, sans rupture, avec OP du cœur, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.2.12.M Résection/remplacement de l'aorte thoracique/thoraco­abdominale sans anévrisme, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.2.5.M Anévrisme de l'aorte avec rupture, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.2.6.M Anévrisme de l'aorte avec rupture, avec OP, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.3 Opérations des artères du bassin et des jambes; ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;F.3.1.M Total des OP des artères du bassin/des jambes, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.3.2.M OP des artères du bassin/des jambes en cas de claudication (Fontaine I+II), mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.3.3.M OP des artères du bassin/des jambes en cas de douleurs au repos (Fontaine III), mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.3.4.M OP des artères du bassin/des jambes en cas d'ulcération ou de gangrène (Fontaine IV), mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.3.5.M OP des artères du bassin/des jambes en cas d'embolie/de thrombose des artères, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.3.6.M OP des artères du bassin/des jambes en cas de complications dues à des prothèses/implants, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.3.7.M OP des artères du bassin/des jambes en cas d'anévrisme/de dissection, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.3.8.F OP des artères du bassin/des jambes combinée à une OP de l'aorte;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.3.9.F OP des artères du bassin/des jambes en cas d'autre diagnostic complexe;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.4 Amputations; ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;F.4.1.M Amputation non traumatique au niveau du pied, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.4.2.M Amputation non traumatique de membre inférieur, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.5 Angioplasties transluminales percutanées (ATP); ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;F.5.1.M ATP des artères de l'abdomen/des jambes (hormis aorte), mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.5.4.M ATP des artères iliaques/du bassin/des jambes en cas de claudication, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.5.5.M ATP des artères iliaques/du bassin/des jambes en cas de douleurs au repos, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.5.6.M ATP des artères iliaques/du bassin/des jambes en cas d'ulcération ou de gangrène, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.5.7.M ATP des artères iliaques/du bassin/des jambes en cas d'autre diagnostic ou d'une OP de l'aorte, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.5.2.F ATP des artères de l'abdomen/des jambes (hormis aorte) avec OP des artères du bassin/des jambes;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.5.3.F Anévrisme/dissection des artères du bassin/des jambes avec OP;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;F.6 Fistule artério­veineuse; ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;F.6.1.F Insertion de shunt artério­veineux (fistule AV interne);*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G Gynécologie et obstétrique; ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;G.1 Accouchements; ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;G.1.1.F Accouchements hospitaliers;*;*;*;124;*;*;*;24
Maison de naissance Les Cigognes;G.1.1.P Accouchements hospitaliers contribuant au décès de la mère, pourcentage;0.0%;0.0%;*;0;0.0%;0.0%;*;0
Maison de naissance Les Cigognes;G.1.2.P Accouchements par voie vaginale avec rupture périnéale du 3ème et 4ème degré, pourcentage;0.0%;2.8%;*;0;0.0%;2.8%;*;0
Maison de naissance Les Cigognes;G.1.3.P Accouchements par voie vaginale avec épisiotomie, pourcentage;0.0%;12.3%;*;0;0.0%;9.2%;*;0
Maison de naissance Les Cigognes;G.1.4.P Césariennes, pourcentage;0.0%;32.3%;*;0;0.0%;33.3%;*;0
Maison de naissance Les Cigognes;G.1.5.P Césariennes en cas d'accouchement à faible risque, pourcentage;0.0%;27.2%;*;0;0.0%;28.5%;*;0
Maison de naissance Les Cigognes;G.1.6.P Césariennes en cas d'accouchement à faible risque, âge <35, pourcentage;0.0%;24.2%;*;0;0.0%;25.4%;*;0
Maison de naissance Les Cigognes;G.1.7.P Césariennes en cas d'accouchement à faible risque, âge >34, pourcentage;0.0%;34.4%;*;0;0.0%;35.2%;*;0
Maison de naissance Les Cigognes;G.2 Nouveau­nés; ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;G.2.1.F Nouveau­nés <1250 g;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.2.2.F Nouveau­nés <1250 g, transféré d'un autre hôpital;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.2.3.F Nouveau­nés <500 g;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.2.4.F Nouveau­nés 500-749 g;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.2.5.F Nouveau­nés 750-999 g;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.2.6.F Nouveau­nés 1000-1249 g;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.2.7.F Nouveau­nés 1250-1499 g;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.2.8.F Nouveau­nés 1500-2499 g;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.2.9.F Nouveau­nés >2499 g ou sans indication de poids;*;*;*;142;*;*;*;27
Maison de naissance Les Cigognes;G.3 Ablation de l'utérus pour affections bénignes (hystérectomie); ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;G.3.1.M Hystérectomie pour affections bénignes (âge >14), mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.3.2.P Hystérectomies laparoscopiques/vaginales, sans plastie, pourcentage;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.3.5.P Hystérectomies vaginales, sans plastie, pourcentage;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.3.7.P Hystérectomies laparoscopiques, sans plastie, pourcentage;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.3.3.P Hystérectomie pour affections bénignes sans endométriose (âge <50), avec ovariectomie, pourcentage;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.3.4.P Hystérectomie pour affections bénignes sans endométriose (âge >49) avec ovariectomie, pourcentage;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.4 Tumeurs malignes du sein et des organes génitaux féminins; ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;G.4.1.F Traitements hospitaliers en cas de DP cancer du sein;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.4.2.F DP tumeurs malignes du sein et des organes génitaux féminins;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.4.3.F Traitements hospitaliers en cas de DP tumeurs malignes des ovaires;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.4.4.M Tumeurs malignes des ovaires avec ovariectomie, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.4.5.F Traitements hospitaliers en cas de DP tumeurs malignes de l'utérus;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.4.6.M Tumeurs malignes de l'utérus avec hystérectomie, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.5 Interventions sur le sein; ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;G.5.1.F Total des interventions sur le sein (résections et plasties mammaires);*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.5.2.F Résections mammaires en cas de cancer du sein;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.5.3.P Résections partielles en cas de cancer du sein, pourcentage;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.6 Interventions sur le plancher pelvien chez la femme; ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;G.6.1.F Total des OP de suspension et plasties du plancher pelvien;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.6.2.F OP en cas de prolapsus génital;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.6.3.F OP en cas d'incontinence, sans prolapsus génital;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;G.6.4.F Interventions sur le plancher pelvien pour autre diagnostic;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;H Maladies des voies urinaires et des organes génitaux masculins; ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;H.1 Ablation du rein (néphrectomie et néphrectomie partielle); ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;H.1.5.M Néphrectomie partielle en cas de tumeurs malignes du rein, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;H.1.5.P Néphrectomie partielle en cas de tumeurs malignes du rein, pourcentage;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;H.1.6.P OP laparoscopique en cas de néphrectomie partielle en cas de tumeurs malignes du rein, pourcentage;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;H.1.7.M Néphrectomie partielle pour autre diagnostic, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;H.1.8.M Néphrectomie en cas de tumeurs malignes du rein, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;H.1.9.P OP laparoscopique en cas de néphrectomie en cas de tumeurs malignes du rein, pourcentage;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;H.1.10.M Néphrectomie pour autre diagnostic, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;H.2 Calculs rénaux; ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;H.2.1.F DP calculs rénaux;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;H.2.2.P Cas avec intervention pour extraction des calculs en cas de DP calculs rénaux, pourcentage;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;H.3 Opérations de la vessie; ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;H.3.1.F DP tumeur maligne de la vessie;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;H.3.2.F Total des RTU de vessie;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;H.3.3.F RTU de vessie en cas de tumeur maligne;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;H.3.4.P RTU en cas de tumeur maligne avec instillation de médicaments chimiothérapeutiques dans la vessie, pourcentage;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;H.3.5.M Ablation de la vessie (cystectomie), mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;H.3.6.M Éviscération pelvienne chez l'homme ou la femme, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;H.4 Résection prostatique transurétrale (TURP); ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;H.4.2.P RTU de la prostate avec complications, pourcentage;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;H.4.3.M RTU de la prostate pour affections bénignes, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;H.4.4.M RTU de la prostate en cas de tumeurs malignes, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;H.5 Carcinome de la prostate; ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;H.5.1.F DP carcinome de la prostate;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;H.5.2.M Prostatovésiculectomie radicale, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I Maladies des os, des articulations et du tissu conjonctif; ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;I.1 Remplacement de l'articulation, endoprothèse; ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;I.1.8.M Première implantation d'endoprothèse de hanche en cas de coxarthrose et arthrite chronique, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.1.9.M Première implantation d'endoprothèse de hanche en cas de fracture du col du fémur ou du trochanter, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.1.10.M Première implantation d'endoprothèse de hanche en cas d'autre diagnostic (non spécifiée dans I.1.8.F, I.1.9.F), mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.1.11.P Première implantation d'endoprothèse de hanche en cas de coxarthrose et arthrite chronique avec complications, pourcentage;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.1.12.M Changement d’endoprothèse de hanche, sans fractures ou infections en cas d’admission/comme DP, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.1.13.M Changement d'endoprothèse de hanche, sans fractures ou infections, prothèse spéciale, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.1.14.M Changement d'endoprothèse de hanche en cas de fractures ou infections, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.1.15.M Première implantation d'endoprothèse de genou en cas de gonarthrose et arthrite chronique, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.1.16.M Première implantation d'endoprothèse de genou en cas d'autre diagnostic (non spécifiée dans I.1.15.F), mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.1.17.P Première implantation d'endoprothèse de genou en cas de gonarthrose et arthrite chronique avec complications, pourcentage;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.1.18.M Changement d’endoprothèse de genou, sans fractures ou infections en cas d’admission/comme DP, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.1.19.M Changement d'endoprothèse de genou, sans fractures ou infections, prothèse spéciale, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.1.20.M Changement d'endoprothèse de genou en cas de fractures ou infections, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.1.21.M Interventions de l'endoprothèse de hanche ou de genou en cas de tumeurs, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.1.22.M Interventions combinées de l'endoprothèse de hanche et de genou, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.2 Traitements/opérations de la colonne vertébrale et de la moelle épinière; ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;I.2.3.F OP de la colonne vertébrale et de la moelle épinière, sans traitement local des douleurs isolé;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.2.4.F OP de la moelle épinière/du canal rachidien, sans traitement local des douleurs isolé;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.2.5.M Raidissement de la colonne vertébrale ou remplacement de corps vertébral en cas de tumeur (réparations complexes incluses), mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.2.19.M Raidissement de la colonne vertébrale ou remplacement de corps vertébral en cas de traumatisme (réparations complexes incluses), mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.2.18.M OP de la colonne vertébrale en cas de discite ou d'ostéomyélite, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.2.7.M Réparations complexes de la colonne vertébrale (sans tumeur, traumatisme), mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.2.8.M Raidissement de la colonne vertébrale ou remplacement de corps vertébral, 1 corps vértebral (sans tumeur, traumatisme, réparations complexes), mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.2.9.M Raidissement de la colonne vertébrale ou remplacement de corps vertébral, 2 corps vértebraux (sans tumeur, traumatisme, réparations complexes), mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.2.10.M Raidissement de la colonne vertébrale ou remplacement de corps vertébral, 3 corps vértebraux et plus (sans tumeur, traumatisme, réparations complexes), mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.2.20.M Décompression de la colonne vertébrale, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.2.21.M Discectomie (sans tumeur, traumatisme, décompression, OP complexe de la colonne vertébrale), mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.2.13.M Vertébroplastie/kyphoplastie (sans tumeur, réparations complexes, fusion vertébrale, remplacement de corps vertébral, interventions aux disques intervertébraux), mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.2.14.M Autres OP de la colonne vertébrale ou de la moelle épinière, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.2.15.P Discectomie avec complications (sans tumeur, traumatisme, OP complexe de la colonne vertébrale), pourcentage;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.2.16.F Traitement local des douleurs de la colonne vertébrale, sans OP de la colonne vertébrale;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.2.17.F Traitements hospitaliers en cas de DP maladies de la colonne vertébrale, sans OP ou traitement local des douleurs de la colonne;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.3 Fractures métaphysaires de la hanche; ; ; ; ; ; ; ; 
Maison de naissance Les Cigognes;I.3.9.M Fractures du col du fémur (âge >19) avec traitement opératoire, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.3.10.M Fractures du col du fémur (âge >19) avec traitement par endoprothèse, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.3.11.M Fractures du col du fémur (âge >19) avec traitement par ostéosynthèse, mortalité;*;*;*;0;*;*;*;0
Maison de naissance Les Cigognes;I.3.12.P Fractures du col du fémur (âge >19) avec OP le jour de l’admission ou le lendemain, pourcentage;*;*;*;0;*;*;*;0
